Rate_Date	Currency	Rate_Year	Rate_Month	Buying_Rate	Central_Rate	Selling_Rate	column8
2007-05-09	US DOLLAR	2007	May	125.3000	125.8000	126.3000	NULL
2007-05-10	US DOLLAR	2007	May	125.3000	125.8000	126.3000	NULL
2007-05-11	US DOLLAR	2007	May	125.3000	125.8000	126.3000	NULL
2007-05-14	US DOLLAR	2007	May	125.2500	125.7500	126.2500	NULL
2007-05-15	US DOLLAR	2007	May	125.2500	125.7500	126.2500	NULL
2007-05-16	US DOLLAR	2007	May	125.2600	125.7600	126.2600	NULL
2007-05-17	US DOLLAR	2007	May	125.2600	125.7600	126.2600	NULL
2007-05-18	US DOLLAR	2007	May	125.2600	125.7600	126.2600	NULL
2007-05-21	US DOLLAR	2007	May	125.2500	125.7500	126.2500	NULL
2007-05-22	US DOLLAR	2007	May	125.2500	125.7500	126.2500	NULL
2007-05-23	US DOLLAR	2007	May	125.2500	125.7500	126.2500	NULL
2007-05-24	US DOLLAR	2007	May	125.2500	125.7500	126.2500	NULL
2007-05-25	US DOLLAR	2007	May	125.2500	125.7500	126.2500	NULL
2007-05-28	US DOLLAR	2007	May	125.2300	125.7300	126.2300	NULL
2007-05-30	US DOLLAR	2007	May	125.2300	125.7300	126.2300	NULL
2007-05-31	US DOLLAR	2007	May	125.2300	125.7300	126.2300	NULL
2007-06-01	US DOLLAR	2007	June	125.2300	125.7300	126.2300	NULL
2007-06-04	US DOLLAR	2007	June	125.2300	125.7300	126.2300	NULL
2007-06-05	US DOLLAR	2007	June	125.2300	125.7300	126.2300	NULL
2007-06-06	US DOLLAR	2007	June	125.2000	125.7000	126.2000	NULL
2007-06-07	US DOLLAR	2007	June	125.2000	125.7000	126.2000	NULL
2007-06-08	US DOLLAR	2007	June	125.2000	125.7000	126.2000	NULL
2007-06-11	US DOLLAR	2007	June	125.2000	125.7000	126.2000	NULL
2007-06-12	US DOLLAR	2007	June	125.2000	125.7000	126.2000	NULL
2007-06-13	US DOLLAR	2007	June	125.2000	125.7000	126.2000	NULL
2007-06-14	US DOLLAR	2007	June	125.2000	125.7000	126.2000	NULL
2007-06-15	US DOLLAR	2007	June	125.2000	125.7000	126.2000	NULL
2007-06-18	US DOLLAR	2007	June	125.1000	125.6000	126.1000	NULL
2007-06-29	US DOLLAR	2007	June	125.0500	125.5500	126.0500	NULL
2007-07-02	US DOLLAR	2007	July	125.0100	125.5100	126.0100	NULL
2007-07-05	US DOLLAR	2007	July	125.0100	125.5100	126.0100	NULL
2007-07-06	US DOLLAR	2007	July	125.0100	125.5100	126.0100	NULL
2007-07-09	US DOLLAR	2007	July	124.9500	125.4500	125.9500	NULL
2007-07-10	US DOLLAR	2007	July	124.9500	125.4500	125.9500	NULL
2007-07-11	US DOLLAR	2007	July	124.9500	125.4500	125.9500	NULL
2007-07-12	US DOLLAR	2007	July	124.9500	125.4500	125.9500	NULL
2007-07-13	US DOLLAR	2007	July	124.9500	125.4500	125.9500	NULL
2007-07-16	US DOLLAR	2007	July	124.9500	125.4400	125.9300	NULL
2007-07-17	US DOLLAR	2007	July	124.9300	125.4300	125.9300	NULL
2007-07-18	US DOLLAR	2007	July	124.8800	125.3800	125.8800	NULL
2007-07-19	US DOLLAR	2007	July	124.8800	125.3800	125.8800	NULL
2007-07-20	US DOLLAR	2007	July	124.8800	125.3800	125.8800	NULL
2007-07-23	US DOLLAR	2007	July	124.8800	125.3800	125.8800	NULL
2007-07-24	US DOLLAR	2007	July	124.8800	125.3800	125.8800	NULL
2007-07-26	US DOLLAR	2007	July	124.8700	125.3700	125.8700	NULL
2007-07-27	US DOLLAR	2007	July	124.8700	125.3700	125.8700	NULL
2007-07-30	US DOLLAR	2007	July	124.8600	125.3600	125.8600	NULL
2007-07-31	US DOLLAR	2007	July	124.8600	125.3600	125.8600	NULL
2007-08-01	US DOLLAR	2007	August	124.8100	125.3100	125.8100	NULL
2007-08-02	US DOLLAR	2007	August	124.8100	125.3100	125.8100	NULL
2007-08-06	US DOLLAR	2007	August	124.8100	125.3100	125.8100	NULL
2007-08-07	US DOLLAR	2007	August	124.8100	125.3100	125.8100	NULL
2007-08-08	US DOLLAR	2007	August	124.7000	125.2000	125.7000	NULL
2007-08-09	US DOLLAR	2007	August	124.7000	125.2000	125.7000	NULL
2007-08-10	US DOLLAR	2007	August	124.7000	125.2000	125.7000	NULL
2007-08-13	US DOLLAR	2007	August	124.7000	125.2000	125.7000	NULL
2007-08-14	US DOLLAR	2007	August	124.7000	125.2000	125.7000	NULL
2007-08-15	US DOLLAR	2007	August	124.7000	125.2000	125.7000	NULL
2007-08-16	US DOLLAR	2007	August	124.7000	125.2000	125.7000	NULL
2007-08-17	US DOLLAR	2007	August	124.7000	125.2000	125.7000	NULL
2007-08-20	US DOLLAR	2007	August	124.0500	124.5500	125.0500	NULL
2007-08-21	US DOLLAR	2007	August	124.0500	124.5500	125.0500	NULL
2007-08-22	US DOLLAR	2007	August	124.0500	124.5500	125.0500	NULL
2007-08-23	US DOLLAR	2007	August	124.0500	124.5500	125.0500	NULL
2007-08-24	US DOLLAR	2007	August	124.0500	124.5500	125.0500	NULL
2007-08-27	US DOLLAR	2007	August	124.0200	124.5200	125.0200	NULL
2007-08-28	US DOLLAR	2007	August	24.0200	74.5200	125.0200	NULL
2007-08-29	US DOLLAR	2007	August	123.9500	124.4500	124.9500	NULL
2007-08-30	US DOLLAR	2007	August	123.9500	124.4500	124.9500	NULL
2007-08-31	US DOLLAR	2007	August	123.9500	124.4500	124.9500	NULL
2007-09-03	US DOLLAR	2007	September	123.8300	124.3300	124.8300	NULL
2007-09-04	US DOLLAR	2007	September	123.8300	124.3300	124.8300	NULL
2007-09-05	US DOLLAR	2007	September	123.8100	124.3100	124.8100	NULL
2007-09-06	US DOLLAR	2007	September	123.8100	124.3100	124.8100	NULL
2007-09-07	US DOLLAR	2007	September	123.8100	124.3100	124.8100	NULL
2007-09-10	US DOLLAR	2007	September	123.7500	124.2500	124.7500	NULL
2007-09-12	US DOLLAR	2007	September	123.7500	124.2500	124.7500	NULL
2007-09-13	US DOLLAR	2007	September	123.7500	124.2500	124.7500	NULL
2007-09-14	US DOLLAR	2007	September	123.7500	124.2500	124.7500	NULL
2007-09-17	US DOLLAR	2007	September	123.7500	124.2500	124.7500	NULL
2007-09-18	US DOLLAR	2007	September	123.7500	124.2500	124.7500	NULL
2007-09-19	US DOLLAR	2007	September	123.4000	123.9000	124.4000	NULL
2007-09-20	US DOLLAR	2007	September	123.4000	123.9000	124.4000	NULL
2007-09-21	US DOLLAR	2007	September	123.4000	123.9000	124.4000	NULL
2007-09-24	US DOLLAR	2007	September	123.4000	123.9000	124.4000	NULL
2007-09-25	US DOLLAR	2007	September	123.4000	123.9000	124.4000	NULL
2007-09-26	US DOLLAR	2007	September	123.4000	123.9000	124.4000	NULL
2007-09-27	US DOLLAR	2007	September	123.4000	123.9000	124.4000	NULL
2007-09-28	US DOLLAR	2007	September	123.4000	123.9000	124.4000	NULL
2007-10-02	US DOLLAR	2007	October	123.4000	123.9000	124.4000	NULL
2007-10-03	US DOLLAR	2007	October	123.4000	123.9000	124.4000	NULL
2007-10-04	US DOLLAR	2007	October	123.4000	123.9000	124.4000	NULL
2007-10-05	US DOLLAR	2007	October	123.4000	123.9000	124.4000	NULL
2007-10-08	US DOLLAR	2007	October	123.4000	123.9000	124.4000	NULL
2007-10-09	US DOLLAR	2007	October	123.4000	123.9000	124.4000	NULL
2007-10-10	US DOLLAR	2007	October	122.3300	122.8300	123.3300	NULL
2007-10-15	US DOLLAR	2007	October	122.3300	122.8300	123.3300	NULL
2007-10-16	US DOLLAR	2007	October	122.3300	122.8300	123.3300	NULL
2007-10-17	US DOLLAR	2007	October	122.1000	122.6000	123.1000	NULL
2007-10-18	US DOLLAR	2007	October	122.1000	122.6000	123.1000	NULL
2007-10-19	US DOLLAR	2007	October	122.1000	122.6000	123.1000	NULL
2007-10-22	US DOLLAR	2007	October	122.1000	122.6000	123.1000	NULL
2007-10-24	US DOLLAR	2007	October	120.9900	121.4900	121.9900	NULL
2007-10-25	US DOLLAR	2007	October	120.9900	121.4900	121.9900	NULL
2007-10-26	US DOLLAR	2007	October	120.9900	121.4900	121.9900	NULL
2007-10-29	US DOLLAR	2007	October	120.8800	121.3800	121.8800	NULL
2007-10-30	US DOLLAR	2007	October	120.8800	121.3800	121.8800	NULL
2007-10-31	US DOLLAR	2007	October	120.8800	121.3800	121.8800	NULL
2007-11-01	US DOLLAR	2007	November	120.8800	121.3800	121.8800	NULL
2007-11-02	US DOLLAR	2007	November	120.8800	121.3800	121.8800	NULL
2007-11-05	US DOLLAR	2007	November	120.8800	121.3800	121.8800	NULL
2007-11-06	US DOLLAR	2007	November	120.8800	121.3800	121.8800	NULL
2007-11-07	US DOLLAR	2007	November	120.8800	121.3800	121.8800	NULL
2007-11-08	US DOLLAR	2007	November	120.8800	121.3800	121.8800	NULL
2007-11-09	US DOLLAR	2007	November	120.8800	121.3800	121.8800	NULL
2007-11-12	US DOLLAR	2007	November	117.1700	117.6700	118.1700	NULL
2007-11-13	US DOLLAR	2007	November	117.1700	117.6700	118.1700	NULL
2007-11-14	US DOLLAR	2007	November	117.1700	117.6700	118.1700	NULL
2007-11-15	US DOLLAR	2007	November	117.1700	117.6700	118.1700	NULL
2007-11-16	US DOLLAR	2007	November	117.1700	117.6700	118.1700	NULL
2007-11-19	US DOLLAR	2007	November	116.9700	117.4700	117.9700	NULL
2007-11-20	US DOLLAR	2007	November	116.9700	117.4700	117.9700	NULL
2007-11-21	US DOLLAR	2007	November	116.8500	117.3500	117.8500	NULL
2007-11-22	US DOLLAR	2007	November	116.8500	117.3500	117.8500	NULL
2007-11-23	US DOLLAR	2007	November	116.8500	117.3500	117.8500	NULL
2007-11-26	US DOLLAR	2007	November	116.8500	117.3500	117.8500	NULL
2007-11-27	US DOLLAR	2007	November	116.8500	117.3500	117.8500	NULL
2007-11-28	US DOLLAR	2007	November	116.6800	117.1800	117.6800	NULL
2007-11-29	US DOLLAR	2007	November	116.6800	117.1800	117.6800	NULL
2007-11-30	US DOLLAR	2007	November	116.6800	117.1800	117.6800	NULL
2007-12-03	US DOLLAR	2007	December	116.6800	117.1800	117.6800	NULL
2007-12-04	US DOLLAR	2007	December	116.6800	117.1800	117.6800	NULL
2007-12-05	US DOLLAR	2007	December	115.9600	116.4600	116.9600	NULL
2007-12-06	US DOLLAR	2007	December	115.9600	116.4600	116.9600	NULL
2007-12-07	US DOLLAR	2007	December	115.9600	116.4600	116.9600	NULL
2007-12-10	US DOLLAR	2007	December	115.9600	116.4600	116.9600	NULL
2007-12-11	US DOLLAR	2007	December	115.9600	116.4600	116.9600	NULL
2007-12-12	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-13	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-14	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-17	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-18	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-21	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-24	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-27	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-28	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2007-12-31	US DOLLAR	2007	December	115.8000	116.3000	116.8000	NULL
2008-01-02	US DOLLAR	2008	January	115.8000	116.3000	116.8000	NULL
2008-01-03	US DOLLAR	2008	January	115.8000	116.3000	116.8000	NULL
2008-01-04	US DOLLAR	2008	January	115.8000	116.3000	116.8000	NULL
2008-01-07	US DOLLAR	2008	January	115.8000	116.3000	116.8000	NULL
2008-01-08	US DOLLAR	2008	January	115.8000	116.3000	116.8000	NULL
2008-01-09	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-10	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-11	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-14	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-15	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-16	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-17	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-18	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-21	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-22	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-23	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-24	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-25	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-28	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-29	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-30	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-01-31	US DOLLAR	2008	January	115.8100	116.3100	116.8100	NULL
2008-02-01	US DOLLAR	2008	February	115.8100	116.3100	116.8100	NULL
2008-02-04	US DOLLAR	2008	February	115.8100	116.3100	116.8100	NULL
2008-02-05	US DOLLAR	2008	February	115.8100	116.3100	116.8100	NULL
2008-02-06	US DOLLAR	2008	February	115.8100	116.3100	116.8100	NULL
2008-02-07	US DOLLAR	2008	February	115.8100	116.3100	116.8100	NULL
2008-02-08	US DOLLAR	2008	February	115.8100	116.3100	116.8100	NULL
2008-02-11	US DOLLAR	2008	February	115.8100	116.3100	116.8100	NULL
2008-02-12	US DOLLAR	2008	February	115.8100	116.3100	116.8100	NULL
2008-02-13	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-14	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-15	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-18	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-19	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-20	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-21	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-22	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-25	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-26	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-27	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-28	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-02-29	US DOLLAR	2008	February	115.7800	116.2800	116.7800	NULL
2008-03-03	US DOLLAR	2008	March	115.7800	116.2800	116.7800	NULL
2008-03-04	US DOLLAR	2008	March	115.7800	116.2800	116.7800	NULL
2008-03-05	US DOLLAR	2008	March	115.7800	116.2800	116.7800	NULL
2008-03-06	US DOLLAR	2008	March	115.7800	116.2800	116.7800	NULL
2008-03-07	US DOLLAR	2008	March	115.7800	116.2800	116.7800	NULL
2008-03-10	US DOLLAR	2008	March	115.7800	116.2800	116.7800	NULL
2008-03-11	US DOLLAR	2008	March	115.7800	116.2800	116.7800	NULL
2008-03-12	US DOLLAR	2008	March	115.7500	116.2500	116.7500	NULL
2008-03-13	US DOLLAR	2008	March	115.7500	116.2500	116.7500	NULL
2008-03-14	US DOLLAR	2008	March	115.7500	116.2500	116.7500	NULL
2008-03-17	US DOLLAR	2008	March	115.7300	116.2300	116.7300	NULL
2008-03-18	US DOLLAR	2008	March	115.7300	116.2300	116.7300	NULL
2008-03-20	US DOLLAR	2008	March	115.7300	116.2300	116.7300	NULL
2008-03-25	US DOLLAR	2008	March	115.7300	116.2300	116.7300	NULL
2008-03-26	US DOLLAR	2008	March	115.7300	116.2300	116.7300	NULL
2008-03-27	US DOLLAR	2008	March	115.7300	116.2300	116.7300	NULL
2008-03-28	US DOLLAR	2008	March	115.7300	116.2300	116.7300	NULL
2008-03-31	US DOLLAR	2008	March	115.7300	116.2300	116.7300	NULL
2008-04-01	US DOLLAR	2008	April	115.7300	116.2300	116.7300	NULL
2008-04-02	US DOLLAR	2008	April	115.7300	116.2300	116.7300	NULL
2008-04-03	US DOLLAR	2008	April	115.7300	116.2300	116.7300	NULL
2008-04-04	US DOLLAR	2008	April	115.7300	116.2300	116.7300	NULL
2008-04-07	US DOLLAR	2008	April	115.7300	116.2300	116.7300	NULL
2008-04-08	US DOLLAR	2008	April	115.7300	116.2300	116.7300	NULL
2008-04-09	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-10	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-11	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-14	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-15	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-16	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-17	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-18	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-21	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-22	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-23	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-24	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-25	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-28	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-29	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-04-30	US DOLLAR	2008	April	115.7000	116.2000	116.7000	NULL
2008-05-02	US DOLLAR	2008	May	115.7000	116.2000	116.7000	NULL
2008-05-05	US DOLLAR	2008	May	115.6800	116.1800	116.6800	NULL
2008-05-06	US DOLLAR	2008	May	115.6800	116.1800	116.6800	NULL
2008-05-07	US DOLLAR	2008	May	115.6800	116.1800	116.6800	NULL
2008-05-08	US DOLLAR	2008	May	115.6800	116.1800	116.6800	NULL
2008-05-09	US DOLLAR	2008	May	115.6800	116.1800	116.6800	NULL
2008-05-12	US DOLLAR	2008	May	115.6800	116.1800	116.6800	NULL
2008-05-13	US DOLLAR	2008	May	115.6800	116.1800	116.6800	NULL
2008-05-14	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-15	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-16	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-19	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-20	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-21	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-22	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-23	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-26	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-27	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-28	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-05-30	US DOLLAR	2008	May	115.6600	116.1600	116.6600	NULL
2008-06-02	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-03	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-04	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-05	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-06	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-09	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-10	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-11	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-12	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-13	US DOLLAR	2008	June	115.6500	116.1500	116.6500	NULL
2008-06-16	US DOLLAR	2008	June	115.6400	116.1400	116.6400	NULL
2008-06-17	US DOLLAR	2008	June	115.6400	116.1400	116.6400	NULL
2008-06-18	US DOLLAR	2008	June	115.6400	116.1400	116.6400	NULL
2008-06-19	US DOLLAR	2008	June	115.6400	116.1400	116.6400	NULL
2008-06-20	US DOLLAR	2008	June	115.6400	116.1400	116.6400	NULL
2008-06-23	US DOLLAR	2008	June	115.6400	116.1400	116.6400	NULL
2008-06-24	US DOLLAR	2008	June	115.6400	116.1400	116.6400	NULL
2008-06-25	US DOLLAR	2008	June	115.6300	116.1300	116.6300	NULL
2008-06-26	US DOLLAR	2008	June	115.6300	116.1300	116.6300	NULL
2008-06-27	US DOLLAR	2008	June	115.6300	116.1300	116.6300	NULL
2008-06-30	US DOLLAR	2008	June	115.6300	116.1300	116.6300	NULL
2008-07-01	US DOLLAR	2008	July	115.6300	116.1300	116.6300	NULL
2008-07-02	US DOLLAR	2008	July	115.6200	116.1200	116.6200	NULL
2008-07-03	US DOLLAR	2008	July	115.6200	116.1200	116.6200	NULL
2008-07-04	US DOLLAR	2008	July	115.6200	116.1200	116.6200	NULL
2008-07-07	US DOLLAR	2008	July	115.6200	116.1200	116.6200	NULL
2008-07-08	US DOLLAR	2008	July	115.6200	116.1200	116.6200	NULL
2008-07-09	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-10	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-11	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-14	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-15	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-16	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-17	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-18	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-21	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-22	US DOLLAR	2008	July	115.6000	116.1000	116.6000	NULL
2008-07-23	US DOLLAR	2008	July	115.5900	116.0900	116.5900	NULL
2008-07-24	US DOLLAR	2008	July	115.5900	116.0900	116.5900	NULL
2008-07-25	US DOLLAR	2008	July	115.5900	116.0900	116.5900	NULL
2008-07-28	US DOLLAR	2008	July	115.5900	116.0900	116.5900	NULL
2008-07-29	US DOLLAR	2008	July	115.5900	116.0900	116.5900	NULL
2008-07-30	US DOLLAR	2008	July	115.5900	116.0900	116.5900	NULL
2008-07-31	US DOLLAR	2008	July	115.5900	116.0900	116.5900	NULL
2008-08-01	US DOLLAR	2008	August	15.5900	66.0900	116.5900	NULL
2008-08-04	US DOLLAR	2008	August	115.5900	116.0900	116.5900	NULL
2008-08-05	US DOLLAR	2008	August	115.5900	116.0900	116.5900	NULL
2008-08-06	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-07	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-08	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-11	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-12	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-13	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-14	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-15	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-18	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-19	US DOLLAR	2008	August	115.5800	116.0800	116.5800	NULL
2008-08-20	US DOLLAR	2008	August	115.5700	116.0700	116.5700	NULL
2008-08-21	US DOLLAR	2008	August	115.5700	116.0700	116.5700	NULL
2008-08-22	US DOLLAR	2008	August	115.5700	116.0700	116.5700	NULL
2008-08-25	US DOLLAR	2008	August	115.5700	116.0700	116.5700	NULL
2008-08-26	US DOLLAR	2008	August	115.5700	116.0700	116.5700	NULL
2008-08-27	US DOLLAR	2008	August	115.5600	116.0600	116.5600	NULL
2008-08-28	US DOLLAR	2008	August	115.5600	116.0600	116.5600	NULL
2008-08-29	US DOLLAR	2008	August	115.5600	116.0600	116.5600	NULL
2008-09-01	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-02	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-03	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-04	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-05	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-08	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-09	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-10	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-11	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
2008-09-12	US DOLLAR	2008	September	115.5600	116.0600	116.5600	NULL
